date,close
2014-03-07,372.06
2014-03-06,372.16
2014-03-05,372.37
2014-03-04,363.9
2014-03-03,359.78
2014-02-28,362.1
2014-02-27,360.13
2014-02-26,359.8
2014-02-25,358.32
2014-02-24,351.78
2014-02-21,346.76
2014-02-20,349.8
2014-02-19,347.38
2014-02-18,353.65
2014-02-14,357.35
2014-02-13,357.2
2014-02-12,349.25
2014-02-11,361.79
2014-02-10,360.87
